transaction_id,transaction_date,store_id,customer_id,product_id,quantity,sales_amount,customer_nationality
T003269,2024-05-16 04:00:00,NAGOYA_01,C9547,P005,2,11390.52,JP
T003270,2024-05-16 05:00:00,TOKYO_02,C2563,P004,3,7971.78,US
T003271,2024-05-16 06:00:00,TOKYO_01,C2040,P005,1,1754.02,AU
T003272,2024-05-16 07:00:00,OSAKA_01,C3686,P003,4,11162.83,UK
T003273,2024-05-16 08:00:00,NAGOYA_01,C3553,P002,4,12581.82,JP
T003274,2024-05-16 09:00:00,OSAKA_01,C2779,P003,2,13601.2,JP
T003275,2024-05-16 10:00:00,NAGOYA_01,C1075,P004,1,8793.88,JP
T003276,2024-05-16 11:00:00,TOKYO_02,C5326,P001,4,11426.99,JP
T003277,2024-05-16 12:00:00,TOKYO_01,C6835,P005,3,11404.64,UK
T003278,2024-05-16 13:00:00,NAGOYA_01,C6057,P001,1,2758.37,IN
T003279,2024-05-16 14:00:00,NAGOYA_01,C3349,P004,3,2881.2,US
T003280,2024-05-16 15:00:00,NAGOYA_01,C3773,P005,4,1527.84,JP
T003281,2024-05-16 16:00:00,NAGOYA_01,C3262,P003,1,5138.75,UK
T003282,2024-05-16 17:00:00,TOKYO_01,C4229,P003,2,7365.87,JP
T003283,2024-05-16 18:00:00,TOKYO_01,C1392,P004,4,14969.52,JP
T003284,2024-05-16 19:00:00,TOKYO_02,C2108,P005,3,6749.4,IN
T003285,2024-05-16 20:00:00,TOKYO_01,C5362,P003,1,11030.52,JP
T003286,2024-05-16 21:00:00,NAGOYA_01,C6188,P004,3,10554.26,JP
T003287,2024-05-16 22:00:00,TOKYO_02,C9802,P004,3,3464.99,JP
T003288,2024-05-16 23:00:00,TOKYO_02,C6057,P001,2,1348.35,AU
T003289,2024-05-17 00:00:00,TOKYO_02,C4998,P003,2,8417.1,AU
T003290,2024-05-17 01:00:00,NAGOYA_01,C9864,P005,4,10654.43,JP
T003291,2024-05-17 02:00:00,OSAKA_01,C7566,P003,2,14974.65,US
T003292,2024-05-17 03:00:00,NAGOYA_01,C4677,P003,2,5699.86,IN
T003293,2024-05-17 04:00:00,TOKYO_01,C6796,P003,4,13497.29,UK
T003294,2024-05-17 05:00:00,TOKYO_01,C7363,P004,4,6038.02,AU
T003295,2024-05-17 06:00:00,NAGOYA_01,C9123,P002,4,10496.47,IN
T003296,2024-05-17 07:00:00,NAGOYA_01,C9222,P002,4,9174.67,IN
T003297,2024-05-17 08:00:00,TOKYO_02,C8690,P001,3,1268.19,JP
T003298,2024-05-17 09:00:00,NAGOYA_01,C2400,P003,3,1636.63,JP
T003299,2024-05-17 10:00:00,TOKYO_02,C5071,P002,4,801.08,JP
T003300,2024-05-17 11:00:00,TOKYO_01,C9808,P001,4,5877.09,JP
T003301,2024-05-17 12:00:00,TOKYO_02,C3786,P004,1,11314.12,JP
T003302,2024-05-17 13:00:00,NAGOYA_01,C8169,P003,1,3004.95,JP
T003303,2024-05-17 14:00:00,TOKYO_01,C1870,P005,1,9284.87,JP
T003304,2024-05-17 15:00:00,OSAKA_01,C5196,P004,2,4688.0,JP
T003305,2024-05-17 16:00:00,TOKYO_02,C3739,P001,3,12056.39,JP
T003306,2024-05-17 17:00:00,TOKYO_01,C1940,P004,3,12076.74,US
T003307,2024-05-17 18:00:00,TOKYO_02,C1340,P005,1,11743.51,IN
T003308,2024-05-17 19:00:00,TOKYO_01,C8422,P004,1,8110.09,JP
T003309,2024-05-17 20:00:00,TOKYO_01,C5133,P001,3,4626.22,JP
T003310,2024-05-17 21:00:00,TOKYO_02,C1659,P005,2,12236.94,JP
T003311,2024-05-17 22:00:00,OSAKA_01,C4457,P005,1,3198.46,JP
T003312,2024-05-17 23:00:00,TOKYO_01,C3975,P004,4,4701.51,JP
T003313,2024-05-18 00:00:00,TOKYO_01,C1453,P005,1,3167.24,IN
T003314,2024-05-18 01:00:00,TOKYO_01,C9184,P004,3,10276.05,JP
T003315,2024-05-18 02:00:00,OSAKA_01,C6442,P003,3,10450.42,IN
T003316,2024-05-18 03:00:00,OSAKA_01,C1818,P005,1,9961.39,US
T003317,2024-05-18 04:00:00,NAGOYA_01,C5868,P004,1,6526.22,JP
T003318,2024-05-18 05:00:00,TOKYO_02,C1012,P003,4,1952.48,JP
T003319,2024-05-18 06:00:00,OSAKA_01,C8727,P005,4,13711.96,JP
T003320,2024-05-18 07:00:00,TOKYO_02,C1920,P003,2,7862.1,JP
T003321,2024-05-18 08:00:00,NAGOYA_01,C5920,P005,2,6401.1,JP
T003322,2024-05-18 09:00:00,TOKYO_02,C3418,P001,4,9037.96,KR
T003323,2024-05-18 10:00:00,OSAKA_01,C7475,P001,2,3295.46,IN
T003324,2024-05-18 11:00:00,TOKYO_02,C3017,P004,2,2421.96,UK
T003325,2024-05-18 12:00:00,OSAKA_01,C8957,P002,1,6380.12,JP
T003326,2024-05-18 13:00:00,TOKYO_02,C5792,P001,4,3794.7,JP
T003327,2024-05-18 14:00:00,OSAKA_01,C7830,P002,1,4042.21,JP
T003328,2024-05-18 15:00:00,OSAKA_01,C3434,P003,1,13441.42,JP
T003329,2024-05-18 16:00:00,TOKYO_02,C3868,P003,2,8196.01,JP
T003330,2024-05-18 17:00:00,NAGOYA_01,C2438,P002,1,7510.3,AU
T003331,2024-05-18 18:00:00,TOKYO_01,C4543,P004,3,10497.45,JP
T003332,2024-05-18 19:00:00,NAGOYA_01,C2781,P005,2,14297.45,UK
T003333,2024-05-18 20:00:00,TOKYO_02,C7343,P002,3,2126.88,UK
T003334,2024-05-18 21:00:00,NAGOYA_01,C3263,P002,2,12586.25,JP
T003335,2024-05-18 22:00:00,OSAKA_01,C1211,P002,1,8968.28,UK
T003336,2024-05-18 23:00:00,TOKYO_01,C9699,P002,2,2619.4,JP
T003337,2024-05-19 00:00:00,TOKYO_02,C7159,P002,3,4808.67,JP
T003338,2024-05-19 01:00:00,TOKYO_02,C8027,P004,2,7494.24,IN
T003339,2024-05-19 02:00:00,TOKYO_02,C1331,P001,3,10522.07,JP
T003340,2024-05-19 03:00:00,TOKYO_01,C7860,P005,4,4017.8,UK
T003341,2024-05-19 04:00:00,OSAKA_01,C9044,P001,1,8255.74,US
T003342,2024-05-19 05:00:00,TOKYO_02,C9169,P002,3,10427.74,UK
T003343,2024-05-19 06:00:00,NAGOYA_01,C9742,P001,4,7006.74,KR
T003344,2024-05-19 07:00:00,TOKYO_02,C6720,P004,1,13013.88,JP
T003345,2024-05-19 08:00:00,TOKYO_02,C1727,P003,4,13107.16,JP
T003346,2024-05-19 09:00:00,TOKYO_02,C5975,P001,3,7325.02,JP
T003347,2024-05-19 10:00:00,TOKYO_02,C4243,P005,1,14607.42,JP
T003348,2024-05-19 11:00:00,OSAKA_01,C1648,P004,4,1595.98,JP
T003349,2024-05-19 12:00:00,NAGOYA_01,C6095,P003,3,548.75,IN
T003350,2024-05-19 13:00:00,OSAKA_01,C7614,P004,4,6019.69,JP
T003351,2024-05-19 14:00:00,NAGOYA_01,C8135,P002,1,9215.91,KR
T003352,2024-05-19 15:00:00,TOKYO_02,C2009,P003,1,9623.4,US
T003353,2024-05-19 16:00:00,TOKYO_01,C2550,P005,1,7408.46,JP
T003354,2024-05-19 17:00:00,OSAKA_01,C9995,P003,3,2310.81,JP
T003355,2024-05-19 18:00:00,TOKYO_01,C8492,P005,4,2972.21,JP
T003356,2024-05-19 19:00:00,OSAKA_01,C4401,P002,4,12856.15,JP
T003357,2024-05-19 20:00:00,TOKYO_02,C8447,P005,3,13084.71,JP
T003358,2024-05-19 21:00:00,OSAKA_01,C6424,P004,1,10271.53,JP
T003359,2024-05-19 22:00:00,TOKYO_02,C5241,P001,2,10131.16,US
T003360,2024-05-19 23:00:00,OSAKA_01,C4161,P004,1,9166.39,JP
T003361,2024-05-20 00:00:00,TOKYO_02,C5155,P004,2,3442.43,IN
T003362,2024-05-20 01:00:00,TOKYO_02,C8478,P003,1,6709.64,IN
T003363,2024-05-20 02:00:00,NAGOYA_01,C9719,P002,3,10590.47,JP
T003364,2024-05-20 03:00:00,TOKYO_02,C7617,P001,2,8290.16,JP
T003365,2024-05-20 04:00:00,NAGOYA_01,C6660,P005,3,769.41,US
T003366,2024-05-20 05:00:00,TOKYO_02,C9624,P003,2,14326.57,KR
T003367,2024-05-20 06:00:00,TOKYO_01,C2176,P002,4,12749.83,JP
T003368,2024-05-20 07:00:00,TOKYO_02,C8956,P001,2,4277.9,JP
T003369,2024-05-20 08:00:00,TOKYO_01,C9592,P004,2,9438.65,JP
T003370,2024-05-20 09:00:00,TOKYO_01,C3233,P002,2,13886.97,JP
T003371,2024-05-20 10:00:00,TOKYO_02,C5700,P002,4,1892.16,JP
T003372,2024-05-20 11:00:00,TOKYO_01,C6906,P002,3,7793.93,JP
T003373,2024-05-20 12:00:00,NAGOYA_01,C8860,P004,4,7115.52,US
T003374,2024-05-20 13:00:00,OSAKA_01,C8526,P005,2,6447.97,JP
T003375,2024-05-20 14:00:00,TOKYO_02,C6559,P003,1,12616.03,JP
T003376,2024-05-20 15:00:00,TOKYO_01,C7732,P005,4,6019.37,JP
T003377,2024-05-20 16:00:00,TOKYO_02,C3513,P001,1,1423.12,UK
T003378,2024-05-20 17:00:00,NAGOYA_01,C8830,P003,4,1454.65,JP
T003379,2024-05-20 18:00:00,TOKYO_02,C7944,P001,4,1119.8,KR
T003380,2024-05-20 19:00:00,TOKYO_02,C8910,P004,2,6432.61,JP
T003381,2024-05-20 20:00:00,TOKYO_01,C6649,P005,3,10916.89,JP
T003382,2024-05-20 21:00:00,NAGOYA_01,C2096,P002,3,3453.98,JP
T003383,2024-05-20 22:00:00,OSAKA_01,C2951,P003,2,9873.79,US
T003384,2024-05-20 23:00:00,OSAKA_01,C8799,P002,4,10462.78,JP
T003385,2024-05-21 00:00:00,TOKYO_01,C9804,P001,3,4200.43,AU
T003386,2024-05-21 01:00:00,TOKYO_02,C1595,P002,3,9208.09,IN
T003387,2024-05-21 02:00:00,TOKYO_01,C8875,P002,3,10430.59,US
T003388,2024-05-21 03:00:00,TOKYO_01,C5439,P004,2,7265.9,JP
T003389,2024-05-21 04:00:00,TOKYO_01,C6972,P004,1,5382.39,IN
T003390,2024-05-21 05:00:00,TOKYO_02,C1858,P005,1,9477.7,JP
T003391,2024-05-21 06:00:00,NAGOYA_01,C6519,P001,1,14678.78,JP
T003392,2024-05-21 07:00:00,TOKYO_01,C8385,P004,1,6689.2,JP
T003393,2024-05-21 08:00:00,TOKYO_02,C9636,P004,1,6180.16,AU
T003394,2024-05-21 09:00:00,NAGOYA_01,C5317,P005,3,7231.87,JP
T003395,2024-05-21 10:00:00,TOKYO_01,C4454,P003,3,1605.17,JP
T003396,2024-05-21 11:00:00,OSAKA_01,C2030,P005,4,8520.87,JP
T003397,2024-05-21 12:00:00,NAGOYA_01,C8906,P002,3,5266.11,JP
T003398,2024-05-21 13:00:00,TOKYO_01,C2447,P002,2,2260.62,JP
T003399,2024-05-21 14:00:00,NAGOYA_01,C3850,P004,4,7260.72,JP
T003400,2024-05-21 15:00:00,NAGOYA_01,C9106,P004,3,549.07,JP
T003401,2024-05-21 16:00:00,NAGOYA_01,C8151,P005,4,6325.89,JP
T003402,2024-05-21 17:00:00,NAGOYA_01,C7952,P005,4,2033.16,UK
T003403,2024-05-21 18:00:00,NAGOYA_01,C5055,P001,1,852.24,JP
T003404,2024-05-21 19:00:00,NAGOYA_01,C6402,P002,4,12454.89,JP
T003405,2024-05-21 20:00:00,TOKYO_01,C2672,P005,3,13785.61,JP
T003406,2024-05-21 21:00:00,OSAKA_01,C5532,P003,1,3511.28,IN
T003407,2024-05-21 22:00:00,TOKYO_02,C5924,P001,3,8319.82,JP
T003408,2024-05-21 23:00:00,NAGOYA_01,C7085,P005,1,4530.39,JP
T003409,2024-05-22 00:00:00,TOKYO_02,C8734,P004,3,7656.87,JP
T003410,2024-05-22 01:00:00,TOKYO_01,C5864,P005,1,6831.15,KR
T003411,2024-05-22 02:00:00,NAGOYA_01,C2221,P004,1,4401.24,AU
T003412,2024-05-22 03:00:00,OSAKA_01,C3860,P004,2,10655.71,JP
T003413,2024-05-22 04:00:00,TOKYO_02,C9428,P002,3,2334.12,JP
T003414,2024-05-22 05:00:00,NAGOYA_01,C4253,P002,4,1269.56,JP
T003415,2024-05-22 06:00:00,TOKYO_01,C4782,P005,1,11631.29,JP
T003416,2024-05-22 07:00:00,OSAKA_01,C7957,P005,3,10155.99,IN
T003417,2024-05-22 08:00:00,TOKYO_02,C1766,P003,1,7728.63,JP
T003418,2024-05-22 09:00:00,TOKYO_02,C3681,P001,2,7282.95,AU
T003419,2024-05-22 10:00:00,NAGOYA_01,C8710,P001,2,7712.47,JP
T003420,2024-05-22 11:00:00,OSAKA_01,C8482,P005,2,6836.85,AU
T003421,2024-05-22 12:00:00,OSAKA_01,C6086,P002,2,6196.94,JP
T003422,2024-05-22 13:00:00,OSAKA_01,C8964,P003,4,7745.51,JP
T003423,2024-05-22 14:00:00,OSAKA_01,C3665,P001,4,8163.47,US
T003424,2024-05-22 15:00:00,TOKYO_01,C4513,P005,1,10532.58,JP
T003425,2024-05-22 16:00:00,OSAKA_01,C1495,P002,3,10812.5,AU
T003426,2024-05-22 17:00:00,TOKYO_02,C6822,P002,2,5975.62,UK
T003427,2024-05-22 18:00:00,TOKYO_02,C3072,P002,2,6496.34,JP
T003428,2024-05-22 19:00:00,TOKYO_01,C8795,P004,4,5918.61,UK
T003429,2024-05-22 20:00:00,TOKYO_02,C9529,P002,4,8279.77,JP
T003430,2024-05-22 21:00:00,TOKYO_02,C4949,P005,2,7073.63,JP
T003431,2024-05-22 22:00:00,OSAKA_01,C7033,P003,3,13399.15,AU
T003432,2024-05-22 23:00:00,TOKYO_02,C9328,P005,1,10597.24,AU
T003433,2024-05-23 00:00:00,TOKYO_01,C3555,P002,1,13530.52,JP
T003434,2024-05-23 01:00:00,OSAKA_01,C7370,P003,1,10782.49,IN
T003435,2024-05-23 02:00:00,NAGOYA_01,C5415,P001,1,14579.39,KR
T003436,2024-05-23 03:00:00,OSAKA_01,C6959,P001,3,9718.18,JP
T003437,2024-05-23 04:00:00,TOKYO_01,C6993,P005,3,14471.48,UK
T003438,2024-05-23 05:00:00,OSAKA_01,C6021,P003,3,2793.46,AU
T003439,2024-05-23 06:00:00,OSAKA_01,C3907,P005,4,1260.93,UK
T003440,2024-05-23 07:00:00,TOKYO_01,C3914,P003,2,8897.32,JP
T003441,2024-05-23 08:00:00,OSAKA_01,C4870,P003,3,14760.65,IN
T003442,2024-05-23 09:00:00,TOKYO_01,C6085,P005,1,6555.28,JP
T003443,2024-05-23 10:00:00,TOKYO_01,C7546,P003,3,3574.63,UK
T003444,2024-05-23 11:00:00,NAGOYA_01,C1395,P002,2,8062.35,US
T003445,2024-05-23 12:00:00,TOKYO_02,C1938,P003,4,9907.58,JP
T003446,2024-05-23 13:00:00,TOKYO_02,C3510,P003,1,5070.09,JP
T003447,2024-05-23 14:00:00,OSAKA_01,C5636,P005,4,10864.16,IN
T003448,2024-05-23 15:00:00,OSAKA_01,C2649,P001,3,14639.16,AU
T003449,2024-05-23 16:00:00,NAGOYA_01,C4690,P004,1,13505.97,JP
T003450,2024-05-23 17:00:00,NAGOYA_01,C4435,P003,1,4727.99,JP
T003451,2024-05-23 18:00:00,NAGOYA_01,C4201,P004,3,5237.49,IN
T003452,2024-05-23 19:00:00,TOKYO_01,C5179,P003,3,5887.35,JP
T003453,2024-05-23 20:00:00,NAGOYA_01,C9405,P005,2,6221.02,JP
T003454,2024-05-23 21:00:00,NAGOYA_01,C4237,P005,3,1954.63,UK
T003455,2024-05-23 22:00:00,OSAKA_01,C4862,P003,3,11548.46,JP
T003456,2024-05-23 23:00:00,NAGOYA_01,C1058,P005,3,5797.42,JP
T003457,2024-05-24 00:00:00,TOKYO_01,C5938,P005,1,13257.39,JP
T003458,2024-05-24 01:00:00,TOKYO_01,C3971,P003,2,13940.64,UK
T003459,2024-05-24 02:00:00,OSAKA_01,C9314,P001,1,854.25,JP
T003460,2024-05-24 03:00:00,NAGOYA_01,C4345,P003,3,14833.29,AU
T003461,2024-05-24 04:00:00,NAGOYA_01,C3486,P001,2,10795.33,UK
T003462,2024-05-24 05:00:00,TOKYO_01,C1561,P005,3,8045.69,JP
T003463,2024-05-24 06:00:00,NAGOYA_01,C4981,P001,1,6148.15,IN
T003464,2024-05-24 07:00:00,NAGOYA_01,C7261,P005,1,8018.51,JP
T003465,2024-05-24 08:00:00,NAGOYA_01,C2737,P001,3,5207.06,US
T003466,2024-05-24 09:00:00,TOKYO_02,C4554,P001,2,9528.97,JP
T003467,2024-05-24 10:00:00,OSAKA_01,C8095,P003,1,1848.21,US
T003468,2024-05-24 11:00:00,TOKYO_02,C9266,P001,3,9506.28,JP
T003469,2024-05-24 12:00:00,OSAKA_01,C1294,P005,4,4492.5,JP
T003470,2024-05-24 13:00:00,TOKYO_01,C9212,P003,3,755.71,UK
T003471,2024-05-24 14:00:00,NAGOYA_01,C6330,P001,3,8514.23,JP
T003472,2024-05-24 15:00:00,OSAKA_01,C5655,P003,2,8887.49,IN
T003473,2024-05-24 16:00:00,TOKYO_02,C2109,P004,3,6685.25,JP
T003474,2024-05-24 17:00:00,NAGOYA_01,C4771,P003,4,1548.15,JP
T003475,2024-05-24 18:00:00,TOKYO_01,C9563,P004,3,13453.47,IN
T003476,2024-05-24 19:00:00,OSAKA_01,C7123,P004,4,9365.75,JP
T003477,2024-05-24 20:00:00,OSAKA_01,C8647,P003,1,2177.84,UK
T003478,2024-05-24 21:00:00,OSAKA_01,C2174,P005,3,7908.49,JP
T003479,2024-05-24 22:00:00,NAGOYA_01,C2164,P005,2,7710.19,JP
T003480,2024-05-24 23:00:00,TOKYO_02,C9712,P005,3,1375.83,US
T003481,2024-05-25 00:00:00,TOKYO_02,C5466,P002,4,9299.47,JP
T003482,2024-05-25 01:00:00,OSAKA_01,C6538,P004,4,12220.73,JP
T003483,2024-05-25 02:00:00,TOKYO_01,C8111,P003,2,11360.62,US
T003484,2024-05-25 03:00:00,TOKYO_01,C9434,P005,4,3443.06,JP
T003485,2024-05-25 04:00:00,TOKYO_02,C3800,P005,3,13003.24,JP
T003486,2024-05-25 05:00:00,TOKYO_01,C5607,P003,4,5466.86,IN
T003487,2024-05-25 06:00:00,TOKYO_02,C8262,P004,3,14224.37,IN
T003488,2024-05-25 07:00:00,OSAKA_01,C2541,P003,3,1540.35,JP
T003489,2024-05-25 08:00:00,TOKYO_02,C3765,P002,4,7550.03,JP
T003490,2024-05-25 09:00:00,TOKYO_02,C5491,P002,2,9158.3,US
T003491,2024-05-25 10:00:00,OSAKA_01,C4083,P003,1,4090.93,JP
T003492,2024-05-25 11:00:00,TOKYO_01,C6356,P004,2,11685.01,JP
T003493,2024-05-25 12:00:00,TOKYO_02,C2857,P005,1,9589.99,KR
T003494,2024-05-25 13:00:00,TOKYO_02,C1769,P002,2,762.59,JP
T003495,2024-05-25 14:00:00,OSAKA_01,C2422,P002,3,9321.34,AU
T003496,2024-05-25 15:00:00,TOKYO_01,C9598,P004,3,7626.43,UK
T003497,2024-05-25 16:00:00,TOKYO_02,C3972,P002,4,3342.42,US
T003498,2024-05-25 17:00:00,OSAKA_01,C2872,P002,1,14938.35,UK
T003499,2024-05-25 18:00:00,TOKYO_02,C6599,P004,1,13508.85,JP
T003500,2024-05-25 19:00:00,NAGOYA_01,C3269,P003,4,4741.36,JP
T003501,2024-05-25 20:00:00,OSAKA_01,C6275,P005,2,8345.53,UK
T003502,2024-05-25 21:00:00,TOKYO_01,C5749,P005,4,5089.28,JP
T003503,2024-05-25 22:00:00,TOKYO_01,C7571,P002,2,11744.69,US
T003504,2024-05-25 23:00:00,TOKYO_01,C6072,P005,4,13989.81,JP
T003505,2024-05-26 00:00:00,TOKYO_01,C6463,P003,1,5703.01,IN
T003506,2024-05-26 01:00:00,TOKYO_02,C8450,P002,1,12180.97,JP
T003507,2024-05-26 02:00:00,TOKYO_02,C9420,P005,2,7726.91,JP
T003508,2024-05-26 03:00:00,TOKYO_01,C4959,P001,1,6250.39,JP
T003509,2024-05-26 04:00:00,TOKYO_01,C2313,P001,1,14107.12,US
T003510,2024-05-26 05:00:00,TOKYO_01,C8847,P001,1,7900.87,JP
T003511,2024-05-26 06:00:00,TOKYO_02,C2070,P001,1,7277.45,AU
T003512,2024-05-26 07:00:00,TOKYO_01,C4285,P001,3,10250.3,JP
T003513,2024-05-26 08:00:00,TOKYO_01,C9949,P002,4,4287.9,JP
T003514,2024-05-26 09:00:00,NAGOYA_01,C4095,P004,4,5209.5,IN
T003515,2024-05-26 10:00:00,NAGOYA_01,C1320,P004,3,14014.66,JP
T003516,2024-05-26 11:00:00,TOKYO_01,C3321,P002,1,10338.68,JP
T003517,2024-05-26 12:00:00,OSAKA_01,C1555,P002,4,12486.24,JP
T003518,2024-05-26 13:00:00,TOKYO_01,C5939,P003,4,4431.12,US
T003519,2024-05-26 14:00:00,NAGOYA_01,C6432,P004,4,8384.96,UK
T003520,2024-05-26 15:00:00,OSAKA_01,C2386,P001,2,14585.25,JP
T003521,2024-05-26 16:00:00,OSAKA_01,C5763,P002,3,5121.21,JP
T003522,2024-05-26 17:00:00,TOKYO_01,C7854,P001,2,2826.91,JP
T003523,2024-05-26 18:00:00,NAGOYA_01,C8637,P004,2,7907.85,IN
T003524,2024-05-26 19:00:00,NAGOYA_01,C5841,P005,3,6123.41,JP
T003525,2024-05-26 20:00:00,OSAKA_01,C4867,P005,4,2813.87,US
T003526,2024-05-26 21:00:00,TOKYO_01,C4793,P002,2,13384.0,JP
T003527,2024-05-26 22:00:00,TOKYO_02,C8373,P003,4,14865.5,IN
T003528,2024-05-26 23:00:00,TOKYO_02,C3513,P001,2,8744.44,JP
T003529,2024-05-27 00:00:00,NAGOYA_01,C4803,P002,4,11732.81,UK
T003530,2024-05-27 01:00:00,TOKYO_02,C3327,P003,1,12956.06,JP
T003531,2024-05-27 02:00:00,NAGOYA_01,C9809,P001,1,10664.24,JP
T003532,2024-05-27 03:00:00,NAGOYA_01,C3165,P004,1,1140.26,IN
T003533,2024-05-27 04:00:00,NAGOYA_01,C4308,P005,3,2785.7,AU
T003534,2024-05-27 05:00:00,TOKYO_02,C7452,P003,1,1529.34,JP
T003535,2024-05-27 06:00:00,NAGOYA_01,C9067,P001,2,643.25,KR
T003536,2024-05-27 07:00:00,OSAKA_01,C8642,P002,4,4936.95,JP
T003537,2024-05-27 08:00:00,TOKYO_01,C7404,P001,4,6189.16,JP
T003538,2024-05-27 09:00:00,TOKYO_01,C1992,P002,4,3994.93,JP
T003539,2024-05-27 10:00:00,NAGOYA_01,C6424,P005,4,1436.77,JP
T003540,2024-05-27 11:00:00,TOKYO_01,C5381,P005,2,8183.01,IN
T003541,2024-05-27 12:00:00,TOKYO_02,C4174,P001,4,4463.13,JP
T003542,2024-05-27 13:00:00,TOKYO_02,C5782,P001,2,12042.54,JP
T003543,2024-05-27 14:00:00,TOKYO_01,C6560,P002,2,616.76,JP
T003544,2024-05-27 15:00:00,TOKYO_02,C8460,P002,4,12716.64,JP
T003545,2024-05-27 16:00:00,TOKYO_01,C4078,P003,4,14343.93,UK
T003546,2024-05-27 17:00:00,TOKYO_01,C3983,P003,4,10883.96,UK
T003547,2024-05-27 18:00:00,TOKYO_01,C8259,P003,2,11137.84,JP
T003548,2024-05-27 19:00:00,NAGOYA_01,C7054,P001,3,14036.65,JP
T003549,2024-05-27 20:00:00,TOKYO_01,C3523,P003,2,3531.53,UK
T003550,2024-05-27 21:00:00,NAGOYA_01,C5581,P001,3,14921.2,JP
T003551,2024-05-27 22:00:00,TOKYO_01,C6609,P005,4,11715.48,JP
T003552,2024-05-27 23:00:00,TOKYO_01,C3001,P004,2,11035.28,JP
T003553,2024-05-28 00:00:00,TOKYO_01,C2387,P005,4,5735.81,JP
T003554,2024-05-28 01:00:00,TOKYO_02,C7552,P001,3,8413.77,IN
T003555,2024-05-28 02:00:00,NAGOYA_01,C2030,P001,3,9981.81,AU
T003556,2024-05-28 03:00:00,NAGOYA_01,C2220,P004,2,9494.97,KR
T003557,2024-05-28 04:00:00,TOKYO_01,C7035,P002,2,10722.28,JP
T003558,2024-05-28 05:00:00,TOKYO_01,C7523,P002,2,1694.54,JP
T003559,2024-05-28 06:00:00,TOKYO_02,C9074,P002,2,5656.9,KR
T003560,2024-05-28 07:00:00,TOKYO_02,C1834,P003,1,6793.0,IN
T003561,2024-05-28 08:00:00,TOKYO_02,C2724,P002,1,4279.12,US
T003562,2024-05-28 09:00:00,NAGOYA_01,C7598,P003,4,3003.1,JP
T003563,2024-05-28 10:00:00,NAGOYA_01,C3413,P003,3,2514.45,IN
T003564,2024-05-28 11:00:00,NAGOYA_01,C6993,P002,3,5812.56,JP
T003565,2024-05-28 12:00:00,TOKYO_01,C5498,P002,4,7654.9,JP
T003566,2024-05-28 13:00:00,NAGOYA_01,C3105,P004,4,1413.16,AU
T003567,2024-05-28 14:00:00,OSAKA_01,C3568,P004,4,14223.64,AU
T003568,2024-05-28 15:00:00,OSAKA_01,C1209,P003,1,11596.03,US
T003569,2024-05-28 16:00:00,TOKYO_02,C5911,P004,4,11097.35,US
T003570,2024-05-28 17:00:00,NAGOYA_01,C3220,P003,3,3006.48,JP
T003571,2024-05-28 18:00:00,OSAKA_01,C1233,P001,4,9255.11,JP
T003572,2024-05-28 19:00:00,TOKYO_02,C1792,P003,2,8181.01,US
T003573,2024-05-28 20:00:00,NAGOYA_01,C4110,P003,3,14745.8,JP
T003574,2024-05-28 21:00:00,TOKYO_01,C3166,P004,3,11341.24,JP
T003575,2024-05-28 22:00:00,OSAKA_01,C9526,P001,3,8848.55,JP
T003576,2024-05-28 23:00:00,TOKYO_01,C6193,P005,1,12836.78,JP
T003577,2024-05-29 00:00:00,NAGOYA_01,C2214,P005,1,2748.87,KR
T003578,2024-05-29 01:00:00,OSAKA_01,C5419,P005,3,720.64,JP
T003579,2024-05-29 02:00:00,NAGOYA_01,C8314,P001,2,10508.38,JP
T003580,2024-05-29 03:00:00,TOKYO_01,C9475,P002,3,1925.52,US
T003581,2024-05-29 04:00:00,OSAKA_01,C1212,P001,1,2173.79,JP
T003582,2024-05-29 05:00:00,TOKYO_01,C2658,P004,2,11297.87,UK
T003583,2024-05-29 06:00:00,NAGOYA_01,C6024,P003,3,4422.76,JP
T003584,2024-05-29 07:00:00,NAGOYA_01,C6917,P003,1,9615.15,UK
T003585,2024-05-29 08:00:00,TOKYO_01,C6141,P004,2,13802.4,JP
T003586,2024-05-29 09:00:00,OSAKA_01,C2794,P004,4,5088.88,JP
T003587,2024-05-29 10:00:00,TOKYO_01,C6988,P003,4,3648.59,JP
T003588,2024-05-29 11:00:00,NAGOYA_01,C9296,P002,3,2045.16,JP
T003589,2024-05-29 12:00:00,TOKYO_01,C6578,P002,4,2391.7,IN
T003590,2024-05-29 13:00:00,NAGOYA_01,C6551,P002,1,1402.23,JP
T003591,2024-05-29 14:00:00,TOKYO_01,C4845,P004,2,1770.81,AU
T003592,2024-05-29 15:00:00,OSAKA_01,C7906,P003,3,6764.07,JP
T003593,2024-05-29 16:00:00,OSAKA_01,C1378,P003,2,5152.54,IN
T003594,2024-05-29 17:00:00,TOKYO_01,C4293,P003,2,10745.13,IN
T003595,2024-05-29 18:00:00,TOKYO_01,C4329,P001,2,13118.5,JP
T003596,2024-05-29 19:00:00,OSAKA_01,C5808,P001,1,11879.21,JP
T003597,2024-05-29 20:00:00,NAGOYA_01,C8937,P005,3,8194.24,AU
T003598,2024-05-29 21:00:00,OSAKA_01,C1224,P001,4,1985.41,JP
T003599,2024-05-29 22:00:00,NAGOYA_01,C1737,P002,2,10791.63,JP
